Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Sales,Cost,Profit
ORD100055,2022-07-21,CUST3610,PROD24,STORE13,4,262.29,1049.16,804.5709850915188,244.58901490848132
ORD100056,2023-03-21,CUST3797,PROD272,STORE38,1,1491.79,1491.79,946.3121420958411,545.4778579041589
ORD100057,2022-10-24,CUST1906,PROD276,STORE16,2,453.95,907.9,629.1595256755385,278.7404743244615
ORD100058,2023-05-08,CUST4205,PROD271,STORE6,2,1569.12,3138.24,2237.048077203889,901.1919227961107
ORD100059,2022-12-04,CUST2931,PROD224,STORE47,5,826.03,4130.15,3172.7971485558605,957.3528514441391
ORD100060,2024-07-11,CUST3001,PROD97,STORE40,3,1295.24,3885.7200000000003,2674.027935417705,1211.6920645822952
ORD100061,2024-12-25,CUST2304,PROD78,STORE18,2,180.34,360.68,267.26896290814585,93.41103709185415
ORD100062,2024-03-02,CUST3263,PROD135,STORE8,2,183.16,366.32,264.1281541153522,102.19184588464782
ORD100063,2024-08-19,CUST3639,PROD160,STORE2,2,1357.52,2715.04,1634.4146168675222,1080.6253831324777
ORD100064,2022-11-13,CUST4363,PROD174,STORE46,3,1865.54,5596.62,3656.656873107868,1939.963126892132
ORD100065,2024-07-30,CUST3979,PROD42,STORE20,3,386.16,1158.48,910.199380909755,248.28061909024507
ORD100066,2023-09-18,CUST4092,PROD132,STORE37,1,1564.52,1564.52,1135.1878353668874,429.3321646331126
ORD100067,2022-03-16,CUST2584,PROD21,STORE12,2,87.44,174.88,139.78384285887572,35.09615714112428
ORD100068,2024-07-27,CUST4445,PROD190,STORE10,5,1903.07,9515.35,6266.6485029266,3248.701497073401
ORD100069,2022-02-28,CUST2595,PROD257,STORE22,4,766.3,3065.2,1912.3578441286368,1152.842155871363
ORD100070,2023-01-21,CUST5969,PROD101,STORE13,4,722.08,2888.32,2122.538687454291,765.7813125457092
ORD100071,2022-01-15,CUST1753,PROD2,STORE17,2,1041.97,2083.94,1590.085150537872,493.85484946212796
ORD100072,2022-07-18,CUST1445,PROD0,STORE9,1,1117.83,1117.83,862.4666978945727,255.36330210542724
ORD100073,2022-02-04,CUST5490,PROD232,STORE25,5,1993.83,9969.15,7990.545146623382,1978.604853376618
ORD100074,2022-06-11,CUST4661,PROD138,STORE5,5,1926.46,9632.3,7852.179014047805,1780.1209859521941
ORD100075,2024-09-08,CUST2999,PROD253,STORE22,2,1151.83,2303.66,1594.498245568415,709.1617544315848
ORD100076,2024-03-09,CUST1642,PROD226,STORE39,2,978.78,1957.56,1432.7455524949867,524.8144475050133
ORD100077,2024-06-13,CUST3488,PROD114,STORE47,5,1947.21,9736.05,7743.97630766265,1992.0736923373497
ORD100078,2023-04-16,CUST5309,PROD16,STORE4,3,1278.04,3834.12,2952.0831383397044,882.0368616602955
ORD100079,2023-06-15,CUST5223,PROD234,STORE38,3,149.71,449.13,344.3924959789025,104.7375040210975
ORD100080,2024-03-02,CUST1511,PROD173,STORE37,2,633.88,1267.76,885.1560060850892,382.6039939149108
ORD100081,2024-05-01,CUST2642,PROD51,STORE27,4,37.63,150.52,94.24446883087501,56.275531169125
ORD100082,2022-12-14,CUST4764,PROD108,STORE11,3,479.36,1438.08,1207.962123876402,230.11787612359785
ORD100083,2023-11-25,CUST5801,PROD136,STORE10,1,132.76,132.76,109.94873925236678,22.811260747633213
ORD100084,2024-07-23,CUST4389,PROD244,STORE24,5,786.88,3934.4,2639.724008840365,1294.675991159635
ORD100085,2024-07-01,CUST2068,PROD199,STORE31,4,337.76,1351.04,1005.3153980602231,345.7246019397769
ORD100086,2022-05-27,CUST3104,PROD281,STORE45,1,257.2,257.2,214.36461056145652,42.83538943854347
ORD100087,2023-11-06,CUST5481,PROD65,STORE43,4,1195.86,4783.44,3135.830975239292,1647.6090247607076
ORD100088,2023-11-18,CUST4940,PROD192,STORE28,1,295.63,295.63,250.80688127851084,44.82311872148915
ORD100089,2024-08-17,CUST2431,PROD22,STORE8,4,42.69,170.76,121.29595875410216,49.46404124589783
ORD100090,2023-11-17,CUST3564,PROD239,STORE21,2,16.73,33.46,27.65124474211347,5.808755257886531
ORD100091,2022-05-01,CUST4547,PROD261,STORE11,3,1548.08,4644.24,3662.8770255798827,981.3629744201171
ORD100092,2023-02-23,CUST2954,PROD170,STORE42,3,671.54,2014.62,1261.268003980573,753.3519960194269
ORD100093,2022-12-16,CUST4090,PROD225,STORE3,4,1156.79,4627.16,2922.102017845527,1705.057982154473
ORD100094,2022-02-11,CUST2054,PROD210,STORE6,5,1389.2,6946.0,5829.2426853531715,1116.7573146468285
ORD100095,2022-01-29,CUST5050,PROD223,STORE24,5,1914.92,9574.6,7486.301559403311,2088.298440596689
ORD100096,2024-08-23,CUST2514,PROD210,STORE3,5,886.66,4433.3,3268.1472634721335,1165.1527365278666
ORD100097,2024-02-24,CUST3515,PROD58,STORE15,3,559.35,1678.0500000000002,1260.9749924544042,417.075007545596
ORD100098,2022-01-14,CUST2872,PROD124,STORE32,5,1662.1,8310.5,5246.466367978851,3064.033632021149
ORD100099,2024-07-08,CUST3443,PROD96,STORE4,2,1933.57,3867.14,3101.802654139856,765.3373458601441
ORD100100,2024-03-28,CUST1418,PROD188,STORE3,2,848.22,1696.44,1314.6798689020973,381.7601310979028
ORD100101,2024-04-04,CUST4001,PROD169,STORE28,4,1611.82,6447.28,5057.919721628629,1389.3602783713704
ORD100102,2024-05-21,CUST3684,PROD110,STORE18,4,1615.49,6461.96,3941.0616194315808,2520.8983805684193
ORD100103,2022-10-22,CUST3773,PROD192,STORE33,3,1299.76,3899.2799999999997,2875.174671494482,1024.1053285055177
ORD100104,2024-05-13,CUST2321,PROD255,STORE15,3,35.25,105.75,69.43114221461472,36.318857785385276
ORD100105,2023-07-02,CUST4214,PROD279,STORE39,3,1699.66,5098.9800000000005,3201.1250198346615,1897.854980165339
ORD100106,2024-11-26,CUST4606,PROD250,STORE1,2,1645.97,3291.94,2462.844677448031,829.0953225519693
ORD100107,2024-10-04,CUST4183,PROD113,STORE8,4,1433.24,5732.96,4618.95815825644,1114.0018417435604
ORD100108,2024-11-03,CUST1268,PROD290,STORE32,2,56.84,113.68,86.13022432803429,27.54977567196572
ORD100109,2023-09-27,CUST4167,PROD24,STORE18,2,759.64,1519.28,1123.7875733740743,395.49242662592565
ORD100110,2023-08-18,CUST3378,PROD125,STORE41,5,1326.05,6630.25,5567.345253924766,1062.9047460752336
ORD100111,2023-09-06,CUST2485,PROD270,STORE28,1,1587.42,1587.42,1105.518494244836,481.9015057551642
ORD100112,2024-11-11,CUST5386,PROD26,STORE17,2,1494.96,2989.92,2425.4726636952814,564.4473363047186
ORD100113,2023-04-10,CUST1814,PROD271,STORE13,2,102.42,204.84,151.3955946392396,53.44440536076041
ORD100114,2024-08-12,CUST5330,PROD21,STORE6,2,1684.05,3368.1,2024.0037874628988,1344.096212537101
ORD100115,2024-07-18,CUST5401,PROD214,STORE11,1,1571.81,1571.81,1263.9937409686727,307.81625903132726
ORD100116,2024-03-09,CUST5182,PROD192,STORE7,2,933.11,1866.22,1201.3574076441694,664.8625923558307
ORD100117,2023-01-30,CUST3855,PROD266,STORE14,4,1571.1,6284.4,4983.783848480784,1300.6161515192152
ORD100118,2022-09-03,CUST1709,PROD129,STORE14,3,1801.95,5405.85,3869.699458904848,1536.1505410951522
ORD100119,2023-07-22,CUST1732,PROD185,STORE7,5,1202.15,6010.75,4500.320047405073,1510.4299525949273
ORD100120,2022-02-07,CUST4214,PROD267,STORE19,3,1057.13,3171.3900000000003,2009.5513268016296,1161.8386731983708
ORD100121,2022-09-02,CUST3873,PROD182,STORE2,5,428.29,2141.4500000000003,1808.991009692713,332.4589903072872
ORD100122,2022-01-21,CUST2824,PROD113,STORE10,1,1503.56,1503.56,1221.4570733038577,282.1029266961423
ORD100123,2023-01-29,CUST2959,PROD130,STORE26,5,1308.49,6542.45,4325.201135755138,2217.2488642448616
ORD100124,2024-09-13,CUST5512,PROD76,STORE44,2,66.91,133.82,100.00311613433249,33.816883865667506
ORD100125,2022-01-08,CUST4224,PROD193,STORE33,2,487.19,974.38,814.1894779242712,160.19052207572884
ORD100126,2022-11-24,CUST4642,PROD91,STORE46,5,1796.58,8982.9,7386.876234711228,1596.0237652887718
ORD100127,2022-10-17,CUST3415,PROD65,STORE29,4,1141.09,4564.36,3219.0626435093063,1345.2973564906933
ORD100128,2023-05-26,CUST4096,PROD256,STORE35,2,73.74,147.48,116.72123877821979,30.758761221780205
ORD100129,2024-06-30,CUST4314,PROD119,STORE33,4,1757.76,7031.04,5493.026467955617,1538.0135320443833
ORD100130,2022-12-27,CUST1451,PROD286,STORE34,1,221.32,221.32,170.22063609071907,51.099363909280925
ORD100131,2023-12-17,CUST2101,PROD107,STORE1,2,1185.87,2371.74,1432.7385646535038,939.001435346496
ORD100132,2022-08-07,CUST3768,PROD123,STORE20,2,231.48,462.96,282.08280468075964,180.87719531924034
ORD100133,2023-02-10,CUST3152,PROD223,STORE22,3,1144.13,3432.3900000000003,2255.023641611624,1177.3663583883763
ORD100134,2024-01-23,CUST3650,PROD127,STORE14,4,1830.6,7322.4,5691.213030957308,1631.186969042692
ORD100135,2024-07-11,CUST3723,PROD249,STORE7,4,1854.16,7416.64,4985.637567621891,2431.002432378109
ORD100136,2024-04-11,CUST4937,PROD17,STORE21,4,252.17,1008.68,849.3291725401808,159.35082745981913
ORD100137,2024-03-04,CUST3441,PROD173,STORE42,5,1034.38,5171.900000000001,3579.9227224458814,1591.9772775541192
ORD100138,2023-08-18,CUST2138,PROD25,STORE6,3,1080.58,3241.74,2286.888817222744,954.8511827772559
ORD100139,2022-04-17,CUST2685,PROD23,STORE21,3,725.08,2175.2400000000002,1330.6445586642594,844.5954413357408
ORD100140,2023-08-04,CUST1597,PROD168,STORE36,4,1897.8,7591.2,5194.655866761638,2396.5441332383616
ORD100141,2023-09-01,CUST5143,PROD285,STORE25,1,1183.89,1183.89,765.7821333593537,418.1078666406464
ORD100142,2022-01-08,CUST5283,PROD263,STORE9,1,884.73,884.73,661.242588264277,223.48741173572307
ORD100143,2024-03-16,CUST3561,PROD67,STORE15,5,503.81,2519.05,2004.0960816511679,514.9539183488323
ORD100144,2022-07-08,CUST1790,PROD173,STORE0,2,1143.11,2286.22,1586.080249582941,700.1397504170588
ORD100145,2022-03-22,CUST4122,PROD187,STORE32,1,642.37,642.37,528.6333529211236,113.73664707887644
ORD100146,2022-04-18,CUST3273,PROD173,STORE34,5,1971.81,9859.05,6940.388445640889,2918.6615543591106
ORD100147,2023-11-17,CUST4439,PROD216,STORE3,1,579.44,579.44,459.68461379320445,119.7553862067956
ORD100148,2022-12-12,CUST4151,PROD73,STORE47,1,1061.38,1061.38,701.5500164802789,359.82998351972117
ORD100149,2022-11-24,CUST1923,PROD0,STORE23,1,742.09,742.09,557.4041471706881,184.6858528293119
ORD100150,2023-07-09,CUST2229,PROD61,STORE14,2,1283.82,2567.64,2121.720707687669,445.919292312331
ORD100151,2022-10-29,CUST5723,PROD2,STORE4,4,1968.26,7873.04,5216.032058774089,2657.007941225911
ORD100152,2022-07-19,CUST3816,PROD102,STORE27,5,1491.08,7455.4,4857.5113602690535,2597.888639730946
ORD100153,2024-06-11,CUST4070,PROD120,STORE24,3,1122.98,3368.94,2662.6281739214196,706.3118260785805
ORD100154,2024-11-28,CUST2000,PROD78,STORE8,1,1897.06,1897.06,1192.2250362217076,704.8349637782924
ORD100155,2022-11-03,CUST2240,PROD265,STORE39,3,539.29,1617.87,1161.655122014163,456.2148779858369
ORD100156,2024-10-24,CUST1455,PROD68,STORE0,2,1905.58,3811.16,2478.9706716470364,1332.1893283529635
ORD100157,2023-04-13,CUST4686,PROD58,STORE44,2,419.75,839.5,680.2617463665408,159.23825363345918
ORD100158,2022-06-28,CUST4646,PROD236,STORE18,3,1062.13,3186.3900000000003,2421.9077008217464,764.4822991782539
ORD100159,2023-10-07,CUST5094,PROD223,STORE15,1,618.19,618.19,494.14358117060186,124.04641882939819
ORD100160,2022-10-03,CUST2766,PROD176,STORE49,1,1501.42,1501.42,999.1061534568387,502.3138465431614
ORD100161,2023-09-13,CUST2522,PROD244,STORE16,3,256.2,768.5999999999999,613.4399846313503,155.16001536864962
ORD100162,2023-09-30,CUST3285,PROD151,STORE49,4,564.99,2259.96,1413.298604956563,846.6613950434371
ORD100163,2024-07-18,CUST2330,PROD57,STORE48,3,1819.4,5458.200000000001,3714.545615547445,1743.6543844525559
ORD100164,2022-07-02,CUST3809,PROD40,STORE1,3,153.4,460.20000000000005,307.79805815388164,152.4019418461184
ORD100165,2022-03-13,CUST3789,PROD141,STORE20,1,115.78,115.78,92.75197715378484,23.028022846215165
ORD100166,2023-12-20,CUST2120,PROD42,STORE23,3,557.23,1671.69,1154.2137438193286,517.4762561806715
ORD100167,2023-12-27,CUST1651,PROD102,STORE9,3,1356.7,4070.1000000000004,2942.4051182551107,1127.6948817448897
ORD100168,2022-09-26,CUST5747,PROD85,STORE45,5,1485.37,7426.849999999999,5069.103892866234,2357.7461071337657
ORD100169,2024-11-09,CUST2052,PROD98,STORE5,3,117.81,353.43,221.60773844963904,131.82226155036096
ORD100170,2023-08-01,CUST1872,PROD16,STORE13,3,773.56,2320.68,1890.2404330954328,430.4395669045671
ORD100171,2024-09-21,CUST2084,PROD234,STORE19,1,1701.43,1701.43,1220.4377645954423,480.99223540455773
ORD100172,2024-03-25,CUST3088,PROD180,STORE14,4,1526.56,6106.24,5022.3326296407595,1083.9073703592403
ORD100173,2022-05-27,CUST4565,PROD45,STORE17,1,1934.15,1934.15,1621.2900352217598,312.8599647782403
ORD100174,2024-06-08,CUST5065,PROD108,STORE28,1,448.02,448.02,305.6760470290547,142.34395297094528
ORD100175,2022-11-06,CUST3806,PROD205,STORE40,1,1828.72,1828.72,1532.263819612668,296.4561803873321
ORD100176,2023-06-02,CUST2693,PROD152,STORE15,1,366.56,366.56,286.9374746126651,79.62252538733492
ORD100177,2022-01-14,CUST5060,PROD182,STORE40,5,1265.45,6327.25,3947.0938462706345,2380.1561537293655
ORD100178,2022-05-12,CUST3342,PROD124,STORE15,5,1317.53,6587.65,4111.889585506291,2475.7604144937086
ORD100179,2024-01-25,CUST5078,PROD149,STORE4,1,1760.76,1760.76,1272.4072896076975,488.35271039230247
ORD100180,2023-03-15,CUST3305,PROD217,STORE45,5,614.29,3071.45,1897.6829319299782,1173.7670680700217
ORD100181,2024-01-13,CUST3777,PROD169,STORE26,4,62.44,249.76,192.92150426276868,56.83849573723131
ORD100182,2024-01-10,CUST2472,PROD11,STORE27,1,1463.76,1463.76,1031.4562214492548,432.30377855074516
ORD100183,2024-03-05,CUST4739,PROD42,STORE31,4,1274.08,5096.32,4177.533960402576,918.786039597424
ORD100184,2022-09-20,CUST4378,PROD37,STORE5,2,449.33,898.66,617.4775389292615,281.18246107073844
ORD100185,2023-10-05,CUST2287,PROD4,STORE0,4,643.21,2572.84,2173.8829774497594,398.9570225502407
ORD100186,2022-09-15,CUST3334,PROD272,STORE42,4,974.94,3899.76,3155.544127466546,744.2158725334543
ORD100187,2023-02-13,CUST2574,PROD287,STORE10,2,298.11,596.22,421.8330856214429,174.38691437855715
ORD100188,2024-09-01,CUST2211,PROD33,STORE7,3,300.45,901.3499999999999,739.4804616613567,161.86953833864322
ORD100189,2024-11-13,CUST3289,PROD186,STORE20,3,512.85,1538.5500000000002,958.2679203598924,580.2820796401078
ORD100190,2022-09-28,CUST2618,PROD233,STORE41,5,959.2,4796.0,3806.5155214826227,989.4844785173773
ORD100191,2022-05-22,CUST3252,PROD68,STORE13,3,1853.97,5561.91,4460.969101629906,1100.9408983700941
ORD100192,2024-06-20,CUST1655,PROD89,STORE24,3,925.35,2776.05,1836.6369515562212,939.413048443779
ORD100193,2024-08-31,CUST3326,PROD108,STORE13,4,1500.67,6002.68,4206.615646560472,1796.0643534395285
ORD100194,2022-10-01,CUST1394,PROD211,STORE27,2,476.74,953.48,712.5862026466413,240.89379735335876
ORD100195,2022-10-03,CUST1471,PROD245,STORE40,1,241.12,241.12,155.79407928601967,85.32592071398034
ORD100196,2023-04-10,CUST2717,PROD208,STORE10,5,1752.91,8764.550000000001,6112.79728652382,2651.7527134761813
ORD100197,2024-11-28,CUST5082,PROD216,STORE8,3,586.47,1759.41,1364.4764362072385,394.93356379276156
ORD100198,2022-10-15,CUST4363,PROD187,STORE18,1,690.18,690.18,502.1698193147075,188.01018068529243
ORD100199,2024-05-25,CUST5152,PROD216,STORE23,3,332.55,997.6500000000001,757.3445774392937,240.30542256070635
ORD100200,2024-05-27,CUST1463,PROD50,STORE45,4,473.72,1894.88,1268.4274406411578,626.4525593588423
ORD100201,2022-06-29,CUST1961,PROD226,STORE40,5,540.44,2702.2000000000003,2041.6123209532157,660.5876790467846
ORD100202,2023-03-23,CUST1601,PROD201,STORE20,5,1322.11,6610.549999999999,4990.568753662592,1619.9812463374074
ORD100203,2024-02-24,CUST5611,PROD103,STORE18,2,488.78,977.56,786.079528180344,191.48047181965592
ORD100204,2023-07-15,CUST3780,PROD29,STORE41,1,311.55,311.55,219.44980445527972,92.1001955447203
ORD100205,2023-04-29,CUST1021,PROD209,STORE20,1,13.99,13.99,10.228824524137092,3.761175475862908
ORD100206,2024-04-28,CUST5799,PROD248,STORE40,4,350.79,1403.16,1101.6000084370025,301.55999156299754
ORD100207,2023-12-23,CUST5421,PROD66,STORE37,5,324.75,1623.75,1272.0607509190322,351.6892490809678
ORD100208,2022-04-26,CUST3473,PROD17,STORE48,3,894.68,2684.04,1806.5382559643044,877.5017440356955
ORD100209,2023-06-19,CUST5825,PROD276,STORE12,3,567.9,1703.6999999999998,1100.057040263508,603.6429597364918
ORD100210,2023-02-11,CUST1038,PROD43,STORE21,1,475.04,475.04,396.9405106846139,78.09948931538611
ORD100211,2023-11-25,CUST4828,PROD56,STORE1,4,572.19,2288.76,1602.158713495684,686.6012865043162
ORD100212,2023-05-10,CUST1029,PROD183,STORE19,1,1649.6,1649.6,1110.0104130464167,539.5895869535832
ORD100213,2024-08-05,CUST3208,PROD46,STORE3,1,893.3,893.3,706.8979115610553,186.4020884389447
ORD100214,2022-01-23,CUST1615,PROD222,STORE32,1,1430.88,1430.88,1206.1576215220236,224.72237847797646
ORD100215,2023-07-12,CUST3356,PROD18,STORE30,2,286.38,572.76,452.5823161087037,120.17768389129628
ORD100216,2024-07-29,CUST3181,PROD168,STORE28,3,1762.69,5288.07,3920.6245075835877,1367.445492416412
ORD100217,2024-05-04,CUST3613,PROD246,STORE4,3,1982.55,5947.65,4759.391908950662,1188.258091049338
ORD100218,2024-11-04,CUST5023,PROD95,STORE3,2,1854.68,3709.36,2998.6406978473033,710.7193021526969
ORD100219,2024-06-09,CUST5131,PROD65,STORE2,1,1514.16,1514.16,1126.1481086847211,388.01189131527894
ORD100220,2022-03-19,CUST5926,PROD127,STORE43,5,1561.45,7807.25,6532.111319708821,1275.1386802911793
ORD100221,2024-03-17,CUST2666,PROD195,STORE33,1,1935.33,1935.33,1608.8683755972693,326.46162440273065
ORD100222,2024-11-07,CUST1079,PROD174,STORE5,2,1113.95,2227.9,1562.840587735568,665.059412264432
ORD100223,2024-02-07,CUST5879,PROD192,STORE31,1,984.5,984.5,812.2335622225778,172.2664377774222
ORD100224,2023-03-30,CUST5007,PROD141,STORE16,4,689.33,2757.32,1852.7438674291486,904.5761325708515
ORD100225,2024-07-16,CUST5532,PROD32,STORE25,3,194.65,583.95,380.342681234112,203.60731876588807
ORD100226,2022-10-04,CUST2157,PROD98,STORE19,5,388.59,1942.9499999999998,1169.2564556505997,773.6935443494001
ORD100227,2024-11-16,CUST5500,PROD254,STORE43,5,634.22,3171.1000000000004,2564.1386802527836,606.9613197472167
ORD100228,2023-05-29,CUST2740,PROD36,STORE43,1,1947.92,1947.92,1410.5928663910513,537.3271336089488
ORD100229,2023-04-09,CUST5360,PROD139,STORE43,3,1524.22,4572.66,2930.2356436266646,1642.4243563733353
ORD100230,2024-03-17,CUST5328,PROD192,STORE15,1,1279.06,1279.06,811.0471642567836,468.0128357432163
ORD100231,2024-04-03,CUST1446,PROD36,STORE0,4,832.39,3329.56,2675.171188355785,654.3888116442149
ORD100232,2022-12-29,CUST2051,PROD22,STORE49,3,1768.55,5305.65,3829.4785067184803,1476.1714932815194
ORD100233,2024-01-21,CUST2593,PROD272,STORE48,4,826.87,3307.48,2114.0815225824736,1193.3984774175265
ORD100234,2023-06-09,CUST1978,PROD169,STORE30,1,615.04,615.04,369.4262792646579,245.61372073534204
ORD100235,2022-02-25,CUST1028,PROD61,STORE42,2,1286.36,2572.72,1609.259571353897,963.4604286461029
ORD100236,2023-05-04,CUST2886,PROD181,STORE27,2,1881.5,3763.0,2747.7375073238104,1015.2624926761896
ORD100237,2024-11-17,CUST3424,PROD171,STORE25,4,1577.72,6310.88,4491.6841203086005,1819.1958796913996
ORD100238,2023-12-23,CUST2973,PROD30,STORE30,5,1064.77,5323.85,4426.943499952263,896.9065000477376
ORD100239,2022-02-10,CUST4384,PROD9,STORE31,3,1369.06,4107.18,3167.4625272855606,939.7174727144397
ORD100240,2024-09-30,CUST1032,PROD121,STORE37,4,14.25,57.0,37.0684645946675,19.931535405332497
ORD100241,2022-09-17,CUST1619,PROD249,STORE36,2,1391.57,2783.14,1850.7972237955723,932.3427762044275
